expected,estimated,time
261.6255653,262,0.156999826
,,
261.6255653,262,0.208999872
,,
277.182631,139,0.165999889
,,
277.182631,139,0.416999817
,,
277.182631,139,0.282999992
,,
277.182631,139,0.28399992
,,
277.182631,139,0.284000158
,,
293.6647679,296,0.194999933
,,
293.6647679,296,0.365999937
,,
293.6647679,296,0.52699995
,,
293.6647679,296,0.250999928
,,
293.6647679,296,0.204999924
,,
311.1269837,313,0.273000002
,,
311.1269837,313,0.235000134
,,
311.1269837,313,0.424999952
,,
311.1269837,313,0.26699996
,,
311.1269837,313,0.410000086
,,
329.6275569,164,0.223999977
,,
329.6275569,164,0.273999929
,,
329.6275569,164,0.215999842
,,
329.6275569,164,0.223999977
,,
329.6275569,333,0.191999912
,,
349.2282314,347,0.23300004
,,
349.2282314,347,0.198999882
,,
349.2282314,347,0.207999945
,,
349.2282314,347,0.539000034
,,
349.2282314,347,0.636999846
,,
369.9944227,372,0.482000113
,,
369.9944227,372,0.440999985
,,
369.9944227,372,0.441999912
,,
369.9944227,372,0.223999977
,,
369.9944227,372,0.318000078
,,
391.995436,390,0.267000198
,,
391.995436,390,0.276000023
,,
391.995436,390,0.299000025
,,
391.995436,390,0.335999966
,,
391.995436,390,0.203000069
,,
415.3046976,207,0.191999912
,,
415.3046976,207,0.171000004
,,
415.3046976,207,0.162999868
,,
415.3046976,207,0.164999962
,,
415.3046976,207,0.170000076
,,
440,444,0.164000034
,,
440,444,0.161999941
,,
440,444,0.167999983
,,
440,444,0.164999962
,,
440,444,0.161999941
,,
466.1637615,470,0.157999992
,,
466.1637615,470,0.161999941
,,
466.1637615,470,0.194000006
,,
466.1637615,470,0.630000114
,,
466.1637615,470,0.171000004
,,
493.8833013,500,0.164000034
,,
493.8833013,500,0.166000128
,,
493.8833013,500,0.164000034
,,
493.8833013,500,0.161999941
,,
493.8833013,164,0.171000004
,,
523.2511306,262,0.247999907
,,
523.2511306,262,0.171999931
,,
523.2511306,262,0.15899992
,,
523.2511306,262,0.167999983
,,
523.2511306,262,0.171000004
,,
554.365262,551,0.184000015
,,
554.365262,551,0.171999931
,,
554.365262,551,0.180000067
,,
554.365262,551,0.162999868
,,
554.365262,551,0.159000158
,,
587.3295358,592,0.161999941
,,
587.3295358,592,0.167000055
,,
587.3295358,592,0.164000034
,,
587.3295358,592,0.157999992
,,
587.3295358,592,0.177999973
,,
622.2539674,207,0.177999973
,,
622.2539674,313,0.169999838
,,
622.2539674,313,0.177000046
,,
622.2539674,207,0.191999912
,,
622.2539674,207,0.301000118
,,
659.2551138,666,0.243000031
,,
659.2551138,666,0.197999954
,,
659.2551138,666,0.179000139
,,
659.2551138,666,0.179999828
,,
659.2551138,666,0.22300005
,,
698.4564629,695,0.177999973
,,
698.4564629,695,0.190000057
,,
698.4564629,695,0.200999975
,,
698.4564629,695,0.174000025
,,
698.4564629,695,0.186000109
,,
739.9888454,372,0.187000036
,,
739.9888454,372,0.190000057
,,
739.9888454,372,0.18200016
,,
739.9888454,372,0.177000046
,,
739.9888454,372,0.179000139
,,
783.990872,262,0.179999828
,,
783.990872,262,0.190999985
,,
783.990872,800,0.210999966
,,
783.990872,800,0.186000109
,,
783.990872,262,0.196000099
,,
830.6093952,207,0.197999954
,,
830.6093952,842,0.200999975
,,
830.6093952,842,0.184999943
,,
830.6093952,842,0.194000006
,,
830.6093952,842,0.196000099
,,
880,888,0.215000153
,,
880,888,0.184000015
,,
880,888,0.20600009
,,
880,888,0.186000109
,,
880,888,0.17599988
,,
932.327523,941,0.199999809
,,
932.327523,941,0.184999943
,,
932.327523,941,0.184000015
,,
932.327523,941,0.207000017
,,
932.327523,941,0.190999985
,,
987.7666025,1000,0.184000015
,,
987.7666025,1000,0.180999994
,,
987.7666025,1000,0.18599987
,,
987.7666025,1000,0.166000128
,,
987.7666025,1000,0.180000067
,,
1046.502261,347,0.193000078
,,
1046.502261,262,0.200000048
,,
1046.502261,262,0.19900012
,,
1046.502261,262,0.197000027
,,
1046.502261,262,0.18200016
,,
1108.730524,551,0.16899991
,,
1108.730524,551,0.17599988
,,
1108.730524,551,0.20299983
,,
1174.659072,390,0.226999998
,,
1174.659072,592,0.194000006
,,
1174.659072,592,0.172999859
,,
1244.507935,421,0.193000078
,,
1318.510228,188,0.19299984
,,
1318.510228,666,0.177000046
,,
1318.510228,666,0.177999973
,,
1318.510228,666,0.20299983
,,
1396.912926,695,0.203999996
,,
1396.912926,470,0.195000172
,,
1479.977691,372,0.202000141
,,
1567.981744,313,0.178999901
,,
1567.981744,800,0.203000069
,,
1661.21879,842,0.185000181
,,
1661.21879,842,0.189999819
,,
1760,888,0.193000078
,,
1760,888,0.186000109
,,
1760,888,0.171000004
,,
1864.655046,941,0.18900013
,,
1864.655046,941,0.178999901
,,
1864.655046,941,0.189999819
,,
1975.533205,1000,0.193000078
,,
1975.533205,1000,0.229999781
,,
2093.004522,695,0.180000067
,,
2093.004522,695,0.236000061
,,
2093.004522,533,0.194000006
,,
2093.004522,533,0.180999994
,,
2093.004522,533,0.167000055
,,
2217.461048,444,0.18599987
,,
2217.461048,444,0.183000088
,,
2217.461048,444,0.187999964
,,
2217.461048,444,0.183000088
,,
2349.318143,470,0.183000088
,,
2349.318143,592,0.18900013
,,
2349.318143,592,0.190999985
,,
2489.01587,355,0.197000027
,,
2489.01587,842,0.184000015
,,
2489.01587,842,0.196000099
,,
2489.01587,842,0.197999954
,,
2637.020455,888,0.204999924
,,
2637.020455,888,0.198999882
,,
2637.020455,888,0.19900012
,,
2793.825851,695,0.194999933
,,
2793.825851,941,0.194000006
,,
2793.825851,941,0.203999996
,,
2959.955382,592,0.181999922
,,
2959.955382,592,0.177999973
,,
2959.955382,1000,0.191999912
,,
3135.963488,313,0.223999977
,,
3135.963488,800,0.200000048
,,
3135.963488,800,0.194000006
,,
3135.963488,800,0.176000118
,,
3322.437581,842,0.18599987
,,
3520,888,0.184000015
,,
3520,888,0.191999912
,,
3520,888,0.203000069
,,
3520,888,0.18599987
,,
3520,888,0.181999922
,,
3729.310092,533,0.186000109
,,
3729.310092,941,0.192000151
,,
3729.310092,941,0.194000006
,,
3729.310092,941,0.184000015
,,
4186.009045,695,0.180999994
,,
4186.009045,695,0.18200016
,,
4186.009045,695,0.213000059
,,
27.5,1000,0.17599988
,,
27.5,1000,0.183000088
,,
27.5,1000,0.196000099
,,
27.5,1000,0.179000139
,,
27.5,1000,0.17599988
,,
29.13523509,1000,0.213000059
,,
29.13523509,1000,0.178999901
,,
29.13523509,1000,0.181999922
,,
29.13523509,1000,0.194999933
,,
29.13523509,1000,0.180000067
,,
30.86770633,1000,0.164000034
,,
30.86770633,1000,0.190999985
,,
30.86770633,1000,0.203999996
,,
30.86770633,1000,0.19299984
,,
30.86770633,1000,0.190999985
,,
32.70319566,1000,0.181999922
,,
32.70319566,1000,0.193000078
,,
32.70319566,1000,0.17599988
,,
32.70319566,1000,0.177999973
,,
32.70319566,1000,0.18200016
,,
34.64782887,1000,0.191999912
,,
34.64782887,1000,0.20299983
,,
34.64782887,1000,0.213000059
,,
